uid	old_dims	old_gp	truth_dims	truth_gp
2647	(19272, 12988)	0,25	40564x27337	1,11
2648	(26465, 9458)	0,25	59759x21356	1,28
2649	(33065, 7569)	0,25	125752x28788	3,62
2650	(40175, 6230)	0,25	123476x19147	2,36
2651	(21463, 11661)	0,25	42838x23274	1,00
2652	(16380, 15281)	0,25	45590x42532	1,94
2653	(27839, 8991)	0,25	52217x16864	0,88
2654	(21484, 11650)	0,25	45455x24649	1,12
2655	(16036, 15608)	0,25	27525x26791	0,74
2656	(14993, 16695)	0,25	24059x26791	0,64
2657	(15667, 15975)	0,25	58005x59144	3,43
2673	(64531, 15488)	1,00	32294x7751	0,25
2674	(52161, 9713)	0,51	36663x6827	0,25
2678	(54809, 22804)	1,25	24528x10205	0,25
2682	(17197, 14555)	0,25	35185x29780	1,05
2683	(21703, 11532)	0,25	34391x18274	0,63
2684	(22609, 11070)	0,25	35194x17232	0,61
2685	(22609, 11070)	0,25	35194x17232	0,61
2686	(19555, 12800)	0,25	29425x19261	0,57
2687	(19555, 12800)	0,25	29425x19261	0,57
2688	(21703, 11532)	0,25	34391x18274	0,63
2689	(22609, 11070)	0,25	35194x17232	0,61
2690	(22609, 11070)	0,25	35194x17232	0,61
2691	(29797, 8400)	0,25	50435x14218	0,72
2692	(33839, 7397)	0,25	60359x13194	0,80
2720	(39943, 14967)	0,60	25846x9685	0,25
2721	(60179, 22550)	1,36	25846x9685	0,25
2724	(19757, 12668)	0,25	29999x19235	0,58
2726	(12849, 19481)	0,25	22262x33752	0,75
2741	(12867, 19452)	0,25	29337x44350	1,30
2742	(14477, 17289)	0,25	29337x35035	1,03
2743	(114230, 27710)	3,17	32121x7792	0,25
2744	(86973, 27710)	2,41	28028x8930	0,25
2752	(15846, 15795)	0,25	33895x33786	1,15
2768	(25094, 9974)	0,25	36210x14392	0,52
2777	(42276, 12810)	0,54	28741x8709	0,25
2779	(70302, 17532)	1,23	31681x7901	0,25
2780	(55878, 12917)	0,72	32905x7606	0,25
2782	(56433, 9362)	0,53	38844x6444	0,25
2783	(50168, 10566)	0,53	34473x7260	0,25
2784	(62237, 23188)	1,44	25919x9657	0,25
2785	(45646, 15653)	0,71	27017x9265	0,25
2816	(40147, 6234)	0,25	57611x8946	0,52
2817	(29088, 8604)	0,25	68077x20137	1,37
2818	(37813, 6619)	0,25	57385x10045	0,58
2819	(49294, 5078)	0,25	125055x12882	1,61
2820	(33171, 7546)	0,25	56628x12882	0,73
2821	(31352, 7983)	0,25	57206x14566	0,83
2822	(31352, 7983)	0,25	57206x14566	0,83
2823	(32518, 7697)	0,25	59612x14110	0,84
2824	(31462, 7956)	0,25	58114x14695	0,85
2825	(27455, 9117)	0,25	42441x14093	0,60
2826	(30076, 8323)	0,25	49176x13608	0,67
2827	(31482, 7951)	0,25	57510x14524	0,84
2828	(30545, 8194)	0,25	58872x15793	0,93
2829	(29342, 8531)	0,25	41668x12114	0,50
2830	(30260, 8272)	0,25	55019x15040	0,83
2831	(37949, 6596)	0,25	55019x9563	0,53
2832	(33539, 7463)	0,25	64009x14243	0,91
2833	(30207, 8286)	0,25	57203x15691	0,90
2834	(38991, 6419)	0,25	71702x11804	0,85
2835	(25646, 9759)	0,25	53071x20195	1,07
2836	(26748, 9357)	0,25	59449x20797	1,24
2837	(38567, 6490)	0,25	59449x10004	0,59
2838	(15827, 15827)	None	60000x60000	3,60
2839	(15827, 15827)	None	50000x50000	2,50
2841	(51920, 14557)	0,76	29878x8377	0,25
2843	(55722, 16010)	0,89	29514x8480	0,25
2844	(65362, 24090)	1,57	26060x9605	0,25
2845	(58119, 10712)	0,62	36851x6792	0,25
2846	(63200, 14697)	0,93	32807x7629	0,25
2847	(57570, 9148)	0,53	39689x6307	0,25
2848	(49131, 14433)	0,71	29190x8575	0,25
2850	(55747, 14311)	0,80	31225x8016	0,25
2852	(51702, 14399)	0,74	29978x8349	0,25
2854	(53963, 17556)	0,95	27738x9024	0,25
2877	(115680, 13081)	1,51	47047x5320	0,25
2878	(89568, 13081)	1,17	41398x6046	0,25
2879	(62663, 29676)	1,86	22989x10887	0,25
2880	(55418, 21058)	1,17	25666x9753	0,25
2881	(72317, 17322)	1,25	32326x7743	0,25
2882	(60042, 12685)	0,76	34421x7272	0,25
2883	(61491, 15918)	0,98	31094x8049	0,25
2894	(132661, 12593)	1,67	51348x4874	0,25
2895	(144738, 14623)	2,12	49775x5029	0,25
2896	(46354, 14623)	0,68	28168x8886	0,25
2897	(40502, 14623)	0,59	26329x9506	0,25
2898	(55284, 14074)	0,78	31355x7982	0,25
2899	(55284, 14074)	0,78	31355x7982	0,25
2903	(31855, 18729)	0,60	20633x12131	0,25
2904	(40383, 15076)	0,61	25893x9667	0,25
2922	(31145, 8036)	0,25	70603x18217	1,29
2923	(31145, 8036)	0,25	70603x18217	1,29
2924	(31637, 7911)	0,25	113820x28461	3,24
2925	(25855, 9681)	0,25	38006x14231	0,54
2926	(31301, 7997)	0,25	74615x19062	1,42
2927	(36318, 6891)	0,25	56206x10665	0,60
2928	(16376, 15285)	0,25	48296x45077	2,18
2929	(16396, 15266)	0,25	43716x40702	1,78
2930	(21466, 11660)	0,25	40663x22088	0,90
2931	(15647, 15997)	0,25	59552x60884	3,63
2932	(16177, 15473)	0,25	44280x42352	1,88
2933	(25382, 9861)	0,25	59644x23172	1,38
2934	(12285, 20373)	0,25	32249x53480	1,72
2935	(31548, 7934)	0,25	126052x31701	4,00
2936	(21720, 11524)	0,25	46123x24471	1,13
2937	(15383, 16271)	0,25	58168x61526	3,58
2938	(20097, 12454)	0,25	46332x28712	1,33
2939	(21550, 11614)	0,25	31137x16781	0,52
2940	(14973, 16717)	0,25	39152x43713	1,71
2941	(22108, 11322)	0,25	56792x29085	1,65
2942	(11080, 22590)	0,25	29339x59816	1,75
2943	(32911, 7606)	0,25	111616x25794	2,88
2944	(16021, 15622)	0,25	50830x49564	2,52
2945	(15874, 15767)	0,25	41248x40970	1,69
2946	(16268, 15385)	0,25	25470x24088	0,61
2947	(15388, 16265)	0,25	32292x34133	1,10
2948	(14011, 17865)	0,25	33720x42995	1,45
2949	(33622, 7445)	0,25	57736x12784	0,74
2950	(33028, 7578)	0,25	69312x15904	1,10
2951	(26607, 9407)	0,25	44983x15904	0,72
2998	(30192, 8290)	0,25	52583x14438	0,76
2999	(25807, 9699)	0,25	44835x16850	0,76
3000	(27670, 9046)	0,25	40064x13098	0,52
3001	(24717, 10127)	0,25	39387x16137	0,64
3002	(25043, 9995)	0,25	35963x14353	0,52
3003	(30998, 8075)	0,25	60462x15750	0,95
3004	(30147, 8302)	0,25	50236x13834	0,69
3005	(23337, 10725)	0,25	44104x20269	0,89
3006	(28567, 8762)	0,25	44104x13527	0,60
3007	(21195, 11809)	0,25	49817x27755	1,38
3008	(27826, 8995)	0,25	49817x16104	0,80
3009	(24325, 10289)	0,25	56790x24022	1,36
3010	(30705, 8151)	0,25	93587x24845	2,33
3011	(36565, 6845)	0,25	90786x16995	1,54
3013	(30925, 8093)	0,25	68033x17805	1,21
3014	(27841, 8991)	0,25	63871x20626	1,32
3040	(25141, 9955)	0,25	74808x29621	2,22
3041	(43067, 5811)	0,25	125168x16890	2,11
3042	(22153, 11299)	0,25	36100x18412	0,66
3043	(16306, 15350)	0,25	27618x25999	0,72
3072	(30549, 8194)	0,25	48871x13108	0,64
3073	(32749, 7642)	0,25	60146x14036	0,84
3074	(25739, 9725)	0,25	42747x16151	0,69
3075	(29561, 8467)	0,25	56811x16273	0,92
3076	(25890, 9668)	0,25	36595x13665	0,50
3077	(53539, 36388)	1,95	19191x13043	0,25
3079	(40890, 14972)	0,61	26145x9573	0,25
3080	(86400, 43200)	3,73	22374x11187	0,25
3081	(86400, 43200)	3,73	22374x11187	0,25
3082	(86400, 43200)	3,73	22374x11187	0,25
3083	(86400, 43200)	3,73	22374x11187	0,25
3084	(86400, 43200)	3,73	22374x11187	0,25
3085	(86400, 43200)	3,73	22374x11187	0,25
3086	(86400, 43200)	3,73	22374x11187	0,25
3087	(86400, 43200)	3,73	22374x11187	0,25
3088	(86400, 43200)	3,73	22374x11187	0,25
3089	(86400, 43200)	3,73	22374x11187	0,25
3090	(86400, 43200)	3,73	22374x11187	0,25
3091	(86400, 43200)	3,73	22374x11187	0,25
3092	(25248, 25269)	0,64	15814x15827	0,25
3093	(25248, 25269)	0,64	15814x15827	0,25
3094	(25248, 25269)	0,64	15814x15827	0,25
3095	(25248, 25269)	0,64	15814x15827	0,25
3096	(25248, 25269)	0,64	15814x15827	0,25
3097	(37342, 17646)	0,66	23015x10876	0,25
3112	(29411, 8510)	0,25	50112x14500	0,73
3113	(22149, 11301)	0,25	41880x21368	0,89
3114	(20555, 12176)	0,25	32703x19372	0,63
3119	(24049, 10408)	0,25	40260x17424	0,70
3120	(20392, 12274)	0,25	28948x17424	0,50
3121	(30637, 8169)	0,25	55248x14732	0,81
3126	(18181, 13767)	0,25	29005x21963	0,64
3127	(20222, 12378)	0,25	29005x17754	0,51
3128	(20503, 12208)	0,25	35884x21366	0,77
3129	(23897, 10474)	0,25	35884x15728	0,56
3130	(20053, 12482)	0,25	36123x22485	0,81
3139	(21091, 11867)	0,25	33243x18705	0,62
3140	(20681, 12102)	0,25	40674x23801	0,97
3141	(28603, 8750)	0,25	40674x12443	0,51
3152	(17633, 14194)	0,25	25294x20361	0,52
3153	(18470, 13551)	0,25	26563x19489	0,52
3159	(14968, 16722)	0,25	24673x27564	0,68
3172	(32871, 25984)	0,85	17794x14066	0,25
3173	(32871, 15546)	0,51	23005x10880	0,25
3176	(42673, 42547)	1,82	15844x15797	0,25
3177	(54014, 25076)	1,35	23219x10779	0,25
3178	(35081, 25076)	0,88	18713x13376	0,25
3179	(32643, 27394)	0,89	17270x14493	0,25
3180	(43001, 42830)	1,84	15852x15789	0,25
3181	(34625, 27803)	0,96	17656x14177	0,25
3182	(40362, 18448)	0,74	23401x10696	0,25
3184	(126409, 15244)	1,93	45558x5494	0,25
3185	(54194, 15244)	0,83	29831x8391	0,25
3186	(57695, 12472)	0,72	34028x7356	0,25
3188	(54014, 13945)	0,75	31136x8038	0,25
3189	(26032, 19480)	0,51	18289x13686	0,25
3190	(43246, 44046)	1,90	15676x15966	0,25
3191	(36248, 28237)	1,02	17925x13963	0,25
3192	(41082, 18499)	0,76	23576x10616	0,25
3193	(40726, 19443)	0,79	22897x10931	0,25
3194	(31430, 31171)	0,98	15886x15755	0,25
3214	(15888, 15754)	0,25	24175x23971	0,58
3215	(31166, 8031)	0,25	66146x17045	1,13
3216	(23032, 10868)	0,25	36123x17045	0,62
3217	(23032, 10868)	0,25	36122x17045	0,62
3218	(15934, 15709)	0,25	41108x40528	1,67
3219	(15296, 16363)	0,25	26390x28231	0,75
3220	(18097, 13831)	0,25	26075x19928	0,52
3221	(12277, 20386)	0,25	17367x28838	0,50
3222	(15517, 16130)	0,25	31103x32331	1,01
3223	(20533, 12190)	0,25	29193x17331	0,51
3224	(15970, 15673)	0,25	23844x23400	0,56
3225	(12383, 20212)	0,25	17540x28629	0,50
3226	(34765, 7200)	0,25	126859x26273	3,33
3227	(15726, 15915)	0,25	53820x54468	2,93
3228	(14960, 16730)	0,25	39667x44360	1,76
3229	(19284, 12979)	0,25	40911x27535	1,13
3230	(12417, 20158)	0,25	29197x47398	1,38
3231	(16318, 15339)	0,25	37669x35408	1,33
3232	(18418, 13591)	0,25	36466x26908	0,98
3277	(13696, 18276)	None	21679x28929	0,63
3279	(15885, 15756)	None	24615x24415	0,60
3280	(18186, 13764)	None	29220x22115	0,65
3281	(18083, 13841)	None	29106x22278	0,65
3285	(17745, 14105)	None	31652x25160	0,80
3286	(15283, 16377)	0,25	22235x23827	0,53
3296	(14431, 17345)	0,25	38820x46660	1,81
3297	(15599, 16046)	0,25	35042x36046	1,26
3298	(21328, 11735)	0,25	44097x24263	1,07
3299	(14291, 17514)	0,25	31717x38871	1,23
3305	(71569, 22089)	1,58	28477x8789	0,25
3306	(71569, 15233)	1,09	34293x7299	0,25
3307	(39738, 13908)	0,55	26742x9359	0,25
3328	(42416, 22078)	0,94	21928x11414	0,25
3330	(32196, 25184)	0,81	17888x13992	0,25
3332	(37101, 18508)	0,69	22399x11174	0,25
3337	(18268, 13701)	None	37492x28119	1,05
3342	(29743, 35701)	1,06	14440x17333	0,25
3343	(23941, 30000)	0,72	14133x17710	0,25
3352	(57772, 10744)	0,62	36685x6822	0,25
3360	(41050, 20886)	0,86	22180x11285	0,25
3361	(39105, 18187)	0,71	23198x10789	0,25
3365	(30841, 26893)	0,83	16942x14773	0,25
3368	(48026, 13331)	0,64	30028x8335	0,25
3369	(44016, 17742)	0,78	24919x10044	0,25
3370	(61819, 21822)	1,35	26628x9400	0,25
3372	(45065, 21369)	0,96	22974x10894	0,25
3375	(50473, 22812)	1,15	23533x10636	0,25
3376	(56263, 17885)	1,01	28061x8920	0,25
3400	(34436, 7268)	0,25	50868x10736	0,55
3402	(17061, 14663)	0,25	43997x29236	1,29
3403	(33415, 7491)	0,25	74097x16611	1,23
3404	(18296, 13680)	0,25	45221x33813	1,53
3405	(13705, 18263)	0,25	31721x42270	1,34
3414	(15491, 16158)	0,25	26364x27500	0,73
3415	(15765, 15876)	0,25	23083x23246	0,54
3416	(23706, 10558)	0,25	52282x23285	1,22
3417	(24528, 10204)	0,25	54064x22492	1,22
3418	(18493, 13535)	0,25	30732x22492	0,69
3419	(18870, 13264)	0,25	31999x22492	0,72
3420	(22971, 10896)	0,25	33922x16091	0,55
3421	(16975, 14744)	0,25	33551x29141	0,98
3430	(13346, 18754)	0,25	26537x37290	0,99
3431	(18420, 13588)	0,25	34247x25263	0,87
3432	(18700, 13386)	0,25	41796x29918	1,25
3433	(22705, 11024)	0,25	49165x23871	1,17
3434	(13323, 18787)	0,25	29611x41756	1,24
3435	(15864, 15778)	0,25	29880x29718	0,89
3436	(22510, 11120)	0,25	48749x24082	1,17
3437	(13300, 18818)	0,25	29483x41716	1,23
3438	(15854, 15788)	0,25	29706x29583	0,88
3439	(9109, 27476)	0,25	19422x58582	1,14
3440	(15793, 15849)	0,25	27877x27976	0,78
3441	(18724, 13367)	0,25	39608x28276	1,12
3442	(11177, 22395)	0,25	29832x59773	1,78
3443	(13973, 17912)	0,25	25669x32905	0,84
3444	(19531, 12815)	0,25	55578x36468	2,03
3472	(50626, 12887)	0,65	31357x7982	0,25
3473	(40525, 13712)	0,56	27198x9203	0,25
3476	(39443, 14323)	0,56	26254x9534	0,25
3477	(39449, 14327)	0,57	26252x9534	0,25
3478	(27588, 19855)	0,55	18649x13422	0,25
3480	(36401, 20228)	0,74	21223x11794	0,25
3482	(39503, 13887)	0,55	26683x9380	0,25
3484	(24964, 21069)	0,53	17221x14534	0,25
3485	(58095, 15098)	0,88	31033x8065	0,25
3486	(28900, 18526)	0,54	19760x12667	0,25
3487	(40461, 29335)	1,19	18580x13471	0,25
3500	(42520, 12758)	0,54	28882x8666	0,25
3501	(107968, 9273)	1,00	53984x4637	0,25
3502	(58095, 18785)	1,09	27823x8997	0,25
3509	(33381, 22644)	0,76	19208x13030	0,25
3510	(30471, 41394)	1,26	13574x18440	0,25
3512	(41650, 12720)	0,53	28628x8743	0,25
3514	(33496, 18168)	0,61	21482x11652	0,25
3515	(39021, 16007)	0,62	24702x10133	0,25
3517	(45202, 13395)	0,61	29062x8612	0,25
3519	(36358, 15475)	0,56	24250x10321	0,25
3520	(36454, 21406)	0,78	20645x12123	0,25
3521	(42547, 18747)	0,80	23834x10502	0,25
3522	(31749, 23931)	0,76	18222x13735	0,25
3534	(30425, 8227)	0,25	52838x14287	0,75
3549	(41084, 44603)	1,83	15184x16485	0,25
3550	(50322, 49615)	2,50	15933x15709	0,25
3552	(52434, 33024)	1,73	19935x12555	0,25
3553	(41350, 41966)	1,74	15704x15938	0,25
3554	(48498, 49170)	2,38	15712x15930	0,25
3555	(50149, 17927)	0,90	26461x9459	0,25
3556	(74905, 12484)	0,94	38754x6459	0,25
3557	(86614, 19685)	1,70	33185x7542	0,25
3558	(109665, 109728)	12,03	15816x15825	0,25
3559	(81877, 72738)	5,96	16785x14911	0,25
3560	(60613, 78164)	4,74	13932x17966	0,25
3561	(60628, 60628)	3,68	15821x15821	0,25
3562	(60628, 60628)	3,68	15821x15821	0,25
3576	(60929, 52560)	3,20	17034x14694	0,25
3577	(47395, 40761)	1,93	17060x14672	0,25
3578	(62921, 14300)	0,90	33185x7542	0,25
3579	(35612, 37532)	1,34	15411x16242	0,25
3580	(51063, 51027)	2,61	15826x15815	0,25
3582	(23627, 10594)	0,25	53576x24022	1,29
3584	(61284, 21758)	1,33	26552x9427	0,25
3585	(26811, 9335)	0,25	44009x15323	0,67
3586	(26440, 9467)	0,25	40602x14538	0,59
3588	(25799, 9702)	0,25	45165x16985	0,77
3589	(23654, 10581)	0,25	38185x17081	0,65
3590	(32023, 7816)	0,25	63772x15565	0,99
3591	(31037, 8064)	0,25	50086x13014	0,65
3592	(33329, 7510)	0,25	67367x15179	1,02
3593	(33399, 7494)	0,25	53886x12091	0,65
3594	(27547, 9086)	0,25	45932x15150	0,70
3595	(19151, 13069)	0,25	40182x27421	1,10
3597	(38058, 15884)	0,60	24489x10221	0,25
3610	(30345, 8249)	0,25	51242x13929	0,71
3612	(30537, 8196)	0,25	44618x11976	0,53
3614	(32462, 7710)	0,25	64440x15306	0,99
3616	(38916, 6432)	0,25	127520x21075	2,69
3618	(45611, 5488)	0,25	172909x20804	3,60
3620	(38000, 6587)	0,25	112417x19486	2,19
3622	(45872, 5457)	0,25	125177x14890	1,86
3624	(20242, 12383)	0,25	47243x28901	1,37
3626	(17099, 14639)	0,25	27502x23545	0,65
3628	(18421, 13588)	0,25	35519x26200	0,93
3630	(31166, 8031)	0,25	52712x13583	0,72
3632	(31625, 7915)	0,25	65288x16340	1,07
3636	(24017, 10422)	0,25	50216x21790	1,09
3638	(31895, 7848)	0,25	53772x13231	0,71
3640	(31796, 7872)	0,25	48021x11889	0,57
3642	(31741, 7886)	0,25	51002x12671	0,65
3644	(34627, 7228)	0,25	116137x24242	2,82
3646	(39495, 6337)	0,25	161173x25861	4,17
3648	(29455, 8497)	0,25	89647x25861	2,32
3650	(31130, 8041)	0,25	143986x37191	5,35
3652	(25765, 9714)	0,25	98639x37191	3,67
3654	(22832, 10963)	0,25	47590x22850	1,09
3656	(20897, 11977)	0,25	42295x24241	1,03
3658	(15503, 16146)	0,25	32381x33724	1,09
3660	(36739, 6813)	0,25	140530x26060	3,66
3662	(36068, 6940)	0,25	81477x15677	1,28
3664	(34952, 7161)	0,25	60304x12355	0,75
3678	(27335, 9156)	0,25	81373x27256	2,22
3680	(21767, 11499)	0,25	40217x21245	0,85
3683	(18549, 13494)	0,25	32267x23473	0,76
3685	(22467, 11140)	0,25	45410x22516	1,02
3687	(23796, 10518)	0,25	50472x22309	1,13
3690	(19869, 12598)	0,25	33224x21065	0,70
3692	(24948, 10033)	0,25	37178x14951	0,56
3694	(28873, 8669)	0,25	95481x28668	2,74
3696	(21164, 11827)	0,25	59595x33303	1,98
3698	(18324, 13660)	0,25	33270x24802	0,83
3703	(17613, 14210)	0,25	36236x29235	1,06
3705	(14323, 17474)	0,25	27536x33593	0,93
3707	(16762, 14932)	0,25	39525x35211	1,39
3709	(15821, 15821)	0,25	23705x23705	0,56
3712	(16754, 14939)	0,25	24910x22211	0,55
3714	(23468, 10665)	0,25	49737x22603	1,12
3716	(22323, 11213)	0,25	52094x26167	1,36
3718	(35365, 7077)	0,25	52066x10419	0,54
3720	(23147, 10814)	0,25	53068x24793	1,32
3722	(26561, 9424)	0,25	100126x35524	3,56
3724	(27476, 9110)	0,25	98510x32661	3,22
3726	(23638, 10589)	0,25	104725x46915	4,91
3728	(20955, 11945)	0,25	62318x35524	2,21
3730	(53638, 4667)	0,25	245436x21353	5,24
3732	(46529, 5379)	0,25	184701x21353	3,94
3734	(37615, 6654)	0,25	120709x21353	2,58
3757	(13514, 18522)	None	23783x32597	0,78
3760	(13627, 18367)	None	24134x32528	0,79
3763	(13621, 18376)	None	24631x33229	0,82
3767	(13499, 18542)	None	24082x33079	0,80
3769	(24581, 33229)	None	13607x18394	0,25
3772	(13496, 18546)	None	24181x33229	0,80
3775	(13567, 18450)	None	23944x32561	0,78
3778	(13634, 18359)	None	24381x32831	0,80
3781	(13595, 18410)	None	24427x33079	0,81
3783	(13617, 18380)	None	24581x33179	0,82
3786	(13554, 18466)	None	23581x32127	0,76
3789	(13552, 18470)	None	24381x33229	0,81
3792	(13508, 18529)	None	23713x32527	0,77
3795	(13469, 18582)	None	24239x33440	0,81
3798	(13479, 18570)	None	23818x32814	0,78
3801	(13561, 18456)	None	24029x32703	0,79
3804	(13597, 18407)	None	24028x32528	0,78
3807	(13543, 18481)	None	23888x32598	0,78
3810	(13523, 18508)	None	23818x32597	0,78
3813	(13551, 18470)	None	23993x32703	0,78
3817	(31507, 7944)	0,25	48327x12185	0,59
3923	(102773, 38262)	3,93	25928x9653	0,25
3925	(107851, 46389)	5,00	24123x10376	0,25
3927	(96193, 46880)	4,51	22662x11044	0,25
3940	(50000, 50000)	None	15821x15821	0,25
3942	(70000, 70000)	None	15821x15821	0,25
3944	(70000, 70000)	None	15821x15821	0,25
3946	(70000, 70000)	None	15821x15821	0,25
3948	(70000, 70000)	None	15821x15821	0,25
3950	(70000, 70000)	None	15821x15821	0,25
3952	(70000, 70000)	None	15821x15821	0,25
3954	(70000, 70000)	None	15821x15821	0,25
3956	(70000, 70000)	None	15821x15821	0,25
3960	(70000, 70000)	None	15821x15821	0,25
3962	(70000, 70000)	None	15821x15821	0,25
3966	(70000, 70000)	None	15821x15821	0,25
3968	(70000, 70000)	None	15821x15821	0,25
3970	(70000, 70000)	None	15821x15821	0,25
3972	(70000, 70000)	None	15821x15821	0,25
3975	(70000, 70000)	None	15821x15821	0,25
3977	(70000, 70000)	None	15821x15821	0,25
3979	(70000, 70000)	None	15821x15821	0,25
3982	(70000, 70000)	None	15821x15821	0,25
3984	(70000, 70000)	None	15821x15821	0,25
3986	(70000, 70000)	None	15821x15821	0,25
3988	(70000, 70000)	None	15821x15821	0,25
3994	(70000, 70000)	None	15821x15821	0,25
3996	(70000, 70000)	None	15821x15821	0,25
3999	(15821, 15821)	None	70000x70000	4,90
4001	(15821, 15821)	None	70000x70000	4,90
4002	(70000, 66385)	None	15821x15004	0,24
4004	(61626, 30522)	None	22480x11134	0,25
4006	(36755, 49254)	None	13667x18314	0,25
4009	(29411, 36729)	None	14157x17680	0,25
4011	(35729, 47983)	None	13652x18334	0,25
4013	(62126, 30742)	None	22490x11129	0,25
4015	(49053, 48581)	None	15897x15744	0,25
4017	(49695, 27354)	None	21324x11738	0,25
4020	(99124, 54971)	5,45	21245x11782	0,25
4022	(99124, 31657)	3,14	27996x8941	0,25
4024	(39443, 22179)	0,87	21098x11864	0,25
4026	(39443, 13869)	0,55	26680x9381	0,25
4028	(70000, 70000)	None	15821x15821	0,25
4030	(70000, 70000)	None	15821x15821	0,25
4032	(70000, 70000)	None	15821x15821	0,25
4034	(70000, 70000)	None	15821x15821	0,25
4036	(70000, 70000)	None	15821x15821	0,25
4038	(70000, 70000)	None	15821x15821	0,25
4040	(70000, 70000)	None	15821x15821	0,25
4042	(70000, 70000)	None	15821x15821	0,25
4044	(70000, 70000)	None	15821x15821	0,25
4046	(184390, 100527)	18,54	21427x11682	0,25
4048	(70000, 70000)	None	15821x15821	0,25
4050	(70000, 70000)	None	15821x15821	0,25
4052	(70000, 70000)	None	15821x15821	0,25
4054	(70000, 70000)	None	15821x15821	0,25
4056	(70000, 70000)	None	15821x15821	0,25
4058	(70000, 70000)	None	15821x15821	0,25
4060	(70000, 70000)	None	15821x15821	0,25
4062	(70000, 70000)	None	15821x15821	0,25
4065	(70000, 70000)	None	15821x15821	0,25
4067	(70000, 70000)	None	15821x15821	0,25
4069	(70000, 70000)	None	15821x15821	0,25
4071	(70000, 70000)	None	15821x15821	0,25
4073	(70000, 70000)	None	15821x15821	0,25
4075	(70000, 70000)	None	15821x15821	0,25
4077	(70000, 70000)	None	15821x15821	0,25
4079	(70000, 70000)	None	15821x15821	0,25
4082	(70000, 70000)	None	15821x15821	0,25
4084	(70000, 70000)	None	15821x15821	0,25
4086	(70000, 70000)	None	15821x15821	0,25
4088	(70000, 70000)	None	15821x15821	0,25
4092	(36458, 16031)	0,58	23859x10491	0,25
4094	(30449, 8220)	0,25	115538x31191	3,60
4095	(70000, 70000)	None	15821x15821	0,25
4097	(70000, 70000)	None	15821x15821	0,25
4099	(70000, 70000)	None	15821x15821	0,25
4101	(70000, 70000)	None	15821x15821	0,25
4103	(70000, 70000)	None	15821x15821	0,25
4105	(70000, 70000)	None	15821x15821	0,25
4107	(70000, 70000)	None	15821x15821	0,25
4111	(70000, 70000)	None	15821x15821	0,25
4113	(70000, 70000)	None	15821x15821	0,25
4115	(70000, 70000)	None	15821x15821	0,25
4117	(70000, 70000)	None	15821x15821	0,25
4119	(70000, 70000)	None	15821x15821	0,25
4121	(70000, 70000)	None	15821x15821	0,25
4123	(70000, 70000)	None	15821x15821	0,25
4125	(70000, 70000)	None	15821x15821	0,25
4128	(64791, 23619)	1,53	26203x9552	0,25
4132	(53761, 17554)	0,94	27686x9040	0,25
4134	(70000, 70000)	None	15821x15821	0,25
4136	(43658, 16017)	0,70	26120x9583	0,25
4138	(69150, 16007)	1,11	32882x7612	0,25
4140	(54445, 27526)	1,50	22250x11249	0,25
4142	(71724, 26163)	1,88	26194x9555	0,25
4144	(70000, 70000)	None	15821x15821	0,25
4146	(70000, 70000)	None	15821x15821	0,25
4156	(38669, 13197)	0,51	27081x9242	0,25
4158	(35125, 14842)	0,52	24338x10284	0,25
4160	(71724, 14082)	1,01	35653x7000	0,25
4162	(70000, 70000)	None	15821x15821	0,25
4164	(70000, 70000)	None	15821x15821	0,25
4166	(70000, 70000)	None	15821x15821	0,25
4168	(70000, 70000)	None	15821x15821	0,25
4170	(70000, 70000)	None	15821x15821	0,25
4172	(70000, 70000)	None	15821x15821	0,25
4174	(70000, 70000)	None	15821x15821	0,25
4176	(70000, 70000)	None	15821x15821	0,25
4178	(70000, 70000)	None	15821x15821	0,25
4180	(70000, 70000)	None	15821x15821	0,25
4182	(70000, 70000)	None	15821x15821	0,25
4184	(108360, 22925)	2,48	34396x7277	0,25
4186	(29315, 18013)	0,53	20170x12394	0,25
4188	(49737, 11186)	0,56	33361x7503	0,25
4190	(88745, 44167)	3,92	22426x11161	0,25
4192	(92965, 36171)	3,36	25363x9868	0,25
4196	(70000, 70000)	None	15821x15821	0,25
4198	(70000, 70000)	None	15821x15821	0,25
4200	(70000, 70000)	None	15821x15821	0,25
4202	(70000, 70000)	None	15821x15821	0,25
4204	(70000, 70000)	None	15821x15821	0,25
4206	(70000, 70000)	None	15821x15821	0,25
4208	(70000, 70000)	None	15821x15821	0,25
4210	(70000, 70000)	None	15821x15821	0,25
4213	(70000, 70000)	None	15821x15821	0,25
4215	(70000, 70000)	None	15821x15821	0,25
4217	(70000, 70000)	None	15821x15821	0,25
4219	(70000, 70000)	None	15821x15821	0,25
4221	(70000, 70000)	None	15821x15821	0,25
4223	(70000, 70000)	None	15821x15821	0,25
4225	(70000, 70000)	None	15821x15821	0,25
4227	(70000, 70000)	None	15821x15821	0,25
4229	(70000, 70000)	None	15821x15821	0,25
4231	(70000, 70000)	None	15821x15821	0,25
4233	(70000, 70000)	None	15821x15821	0,25
4235	(70000, 70000)	None	15821x15821	0,25
4243	(70000, 70000)	None	15821x15821	0,25
4245	(70000, 70000)	None	15821x15821	0,25
4247	(70000, 70000)	None	15821x15821	0,25
4249	(70000, 70000)	None	15821x15821	0,25
